#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein name
chr	NZ_CP014692.1	1728621	1730810	-	-	-	A0U92_RS07760	WP_077814315.1	729	TonB-dependent receptor
chr	NZ_CP014692.1	1731197	1731988	-	-	-	A0U92_RS07765	WP_077812721.1	263	ABC transporter permease
chr	NZ_CP014692.1	1731992	1732600	-	-	-	A0U92_RS07770	WP_077814316.1	202	ATP-binding cassette domain-containing protein
chr	NZ_CP014692.1	1732809	1733573	+	-	-	A0U92_RS07775	WP_077812722.1	254	glucose 1-dehydrogenase
chr	NZ_CP014692.1	1733639	1734445	-	-	-	A0U92_RS07780	WP_077812723.1	268	transglutaminase family protein
chr	NZ_CP014692.1	1734636	1735463	+	-	-	A0U92_RS07785	WP_077812724.1	275	N-formylglutamate amidohydrolase
chr	NZ_CP014692.1	1735463	1736368	+	-	-	A0U92_RS07790	WP_077812725.1	301	shikimate dehydrogenase
chr	NZ_CP014692.1	1736375	1736977	+	-	-	A0U92_RS07795	WP_077812726.1	200	dephospho-CoA kinase
chr	NZ_CP014692.1	1736974	1737669	+	-	-	A0U92_RS07800	WP_077812727.1	231	DNA polymerase III subunit epsilon
chr	NZ_CP014692.1	1737673	1739226	-	-	-	A0U92_RS07805	WP_077812728.1	517	HAMP domain-containing histidine kinase
chr	NZ_CP014692.1	1739320	1740036	-	-	-	A0U92_RS07810	WP_077814317.1	238	response regulator
chr	NZ_CP014692.1	1740195	1740935	+	-	-	A0U92_RS07815	WP_077814318.1	246	PRC-barrel domain containing protein
chr	NZ_CP014692.1	1741014	1742267	+	-	-	A0U92_RS07820	WP_077814319.1	417	MFS transporter
chr	NZ_CP014692.1	1742291	1743031	-	-	-	A0U92_RS07825	WP_077812729.1	246	lipoyl(octanoyl) transferase LipB
chr	NZ_CP014692.1	1743437	1744315	+	-	-	A0U92_RS07835	WP_077812730.1	292	UTP--glucose-1-phosphate uridylyltransferase GalU
chr	NZ_CP014692.1	1744317	1745726	+	-	-	A0U92_RS07840	WP_077812731.1	469	phosphomannomutase/phosphoglucomutase
chr	NZ_CP014692.1	1745739	1745927	+	-	-	A0U92_RS07845	WP_077812732.1	62	DUF3553 domain-containing protein
chr	NZ_CP014692.1	1746028	1747047	+	-	-	A0U92_RS07850	WP_077812733.1	339	GTP 3\',8-cyclase MoaA
chr	NZ_CP014692.1	1747174	1747959	+	-	-	A0U92_RS07855	WP_077812734.1	261	hypothetical protein
chr	NZ_CP014692.1	1748039	1748227	+	-	-	A0U92_RS07860	WP_077812735.1	62	DUF4089 domain-containing protein
chr	NZ_CP014692.1	1748224	1749588	+	-	-	A0U92_RS07865	WP_077812736.1	454	AtzE family amidohydrolase
chr	NZ_CP014692.1	1749622	1749960	-	-	-	A0U92_RS07870	WP_077814320.1	112	DUF4112 domain-containing protein
chr	NZ_CP014692.1	1750162	1750860	+	-	-	A0U92_RS07875	WP_077812737.1	232	MarC family protein
chr	NZ_CP014692.1	1751047	1751631	-	-	-	A0U92_RS07880	WP_077812738.1	194	uracil-DNA glycosylase family protein
chr	NZ_CP014692.1	1751631	1752338	-	-	-	A0U92_RS07885	WP_077812739.1	235	NAD-dependent deacylase
chr	NZ_CP014692.1	1752341	1753705	-	-	-	A0U92_RS07890	WP_077812740.1	454	hypothetical protein
chr	NZ_CP014692.1	1754055	1755932	-	-	-	A0U92_RS07895	WP_077812741.1	625	adenylyl-sulfate kinase
chr	NZ_CP014692.1	1755951	1756745	-	-	-	A0U92_RS07900	WP_077812742.1	264	sulfate adenylyltransferase subunit 2
chr	NZ_CP014692.1	1756785	1757471	-	-	-	A0U92_RS07905	WP_077814321.1	228	phosphoadenylyl-sulfate reductase
chr	NZ_CP014692.1	1757702	1758307	+	-	-	A0U92_RS07910	WP_077812743.1	201	glutathione S-transferase
chr	NZ_CP014692.1	1758425	1759315	-	-	-	A0U92_RS07915	WP_077814322.1	296	methyltransferase domain-containing protein
chr	NZ_CP014692.1	1759472	1760272	+	-	-	A0U92_RS07920	WP_077812744.1	266	ComF family protein
chr	NZ_CP014692.1	1760415	1760675	+	-	-	A0U92_RS07925	WP_077812745.1	86	glutaredoxin 3
chr	NZ_CP014692.1	1760684	1761154	+	-	-	A0U92_RS07930	WP_077812746.1	156	DUF1178 family protein
chr	NZ_CP014692.1	1761198	1761755	+	-	-	A0U92_RS07935	WP_077812747.1	185	DUF2147 domain-containing protein
chr	NZ_CP014692.1	1761864	1762349	+	-	-	A0U92_RS07940	WP_077812748.1	161	DUF2946 domain-containing protein
chr	NZ_CP014692.1	1762460	1764673	+	-	-	A0U92_RS07945	WP_077812749.1	737	IMP dehydrogenase
chr	NZ_CP014692.1	1764744	1765472	-	-	-	A0U92_RS07950	WP_077812750.1	242	hypothetical protein
chr	NZ_CP014692.1	1765473	1766624	-	-	lldD	A0U92_RS07955	WP_077812751.1	383	alpha-hydroxy-acid oxidizing protein
chr	NZ_CP014692.1	1766809	1767156	-	-	-	A0U92_RS07960	WP_077812752.1	115	DUF3147 family protein
chr	NZ_CP014692.1	1767318	1768301	+	-	-	A0U92_RS07965	WP_077812753.1	327	zinc-dependent alcohol dehydrogenase family protein
chr	NZ_CP014692.1	1768325	1770913	-	-	-	A0U92_RS07970	WP_077812754.1	862	hybrid sensor histidine kinase/response regulator
chr	NZ_CP014692.1	1771134	1771712	-	-	-	A0U92_RS07975	WP_077812755.1	192	DedA family protein
chr	NZ_CP014692.1	1772314	1773189	+	-	-	A0U92_RS07980	WP_077812756.1	291	hypothetical protein
chr	NZ_CP014692.1	1773374	1775140	+	-	-	A0U92_RS07985	WP_077812757.1	588	hypothetical protein
chr	NZ_CP014692.1	1775366	1775956	+	-	-	A0U92_RS07990	WP_077812758.1	196	CarD family transcriptional regulator
chr	NZ_CP014692.1	1775976	1777610	+	-	-	A0U92_RS07995	WP_077812759.1	544	tetratricopeptide repeat protein
chr	NZ_CP014692.1	1777641	1779098	+	-	-	A0U92_RS08000	WP_077812760.1	485	SulP family inorganic anion transporter
chr	NZ_CP014692.1	1779442	1780392	-	-	-	A0U92_RS08005	WP_077812761.1	316	hypothetical protein
chr	NZ_CP014692.1	1780389	1781339	-	-	-	A0U92_RS08010	WP_077812762.1	316	MCE family protein
chr	NZ_CP014692.1	1781339	1782037	-	-	-	A0U92_RS08015	WP_077812763.1	232	ABC transporter ATP-binding protein
chr	NZ_CP014692.1	1782102	1783052	-	-	-	A0U92_RS08020	WP_077812764.1	316	ABC transporter permease
chr	NZ_CP014692.1	1783049	1785367	-	-	-	A0U92_RS08025	WP_077812765.1	772	GAF domain-containing protein
chr	NZ_CP014692.1	1785470	1786867	-	-	-	A0U92_RS08030	WP_077812766.1	465	MATE family efflux transporter
chr	NZ_CP014692.1	1787224	1787637	-	-	-	A0U92_RS08040	WP_077812767.1	137	RNA polymerase-binding protein DksA
chr	NZ_CP014692.1	1787795	1788235	-	-	-	A0U92_RS08045	WP_077812768.1	146	hypothetical protein
chr	NZ_CP014692.1	1788384	1789535	+	-	flgI	A0U92_RS08050	WP_077812769.1	383	flagellar basal body P-ring protein FlgI
chr	NZ_CP014692.1	1789532	1789849	+	-	-	A0U92_RS08055	WP_077812770.1	105	chemotaxis protein chel
chr	NZ_CP014692.1	1789846	1790250	+	-	-	A0U92_RS08060	WP_077812771.1	134	flagellar protein FlgN
chr	NZ_CP014692.1	1790333	1790800	-	-	-	A0U92_RS08065	WP_077812772.1	155	hypothetical protein
chr	NZ_CP014692.1	1791324	1792427	+	-	-	A0U92_RS08070	WP_077812773.1	367	S-methyl-5-thioribose-1-phosphate isomerase
chr	NZ_CP014692.1	1792665	1793573	+	-	-	A0U92_RS08075	WP_077814323.1	302	DUF2272 domain-containing protein
chr	NZ_CP014692.1	1793601	1794008	-	-	-	A0U92_RS08080	WP_077812774.1	135	sulfurtransferase
chr	NZ_CP014692.1	1794144	1795184	+	-	-	A0U92_RS08085	WP_077812775.1	346	cysteine synthase A
chr	NZ_CP014692.1	1795238	1796128	-	-	-	A0U92_RS08090	WP_077812776.1	296	DUF2167 domain-containing protein
chr	NZ_CP014692.1	1796203	1797393	-	-	-	A0U92_RS08095	WP_077812777.1	396	phosphoserine transaminase
chr	NZ_CP014692.1	1797548	1798195	-	-	-	A0U92_RS08105	WP_077812778.1	215	glutaredoxin 2
chr	NZ_CP014692.1	1798207	1799136	-	-	-	A0U92_RS08110	WP_077812779.1	309	N-acetyl-gamma-glutamyl-phosphate reductase
chr	NZ_CP014692.1	1799505	1800677	+	-	-	A0U92_RS08115	WP_077812780.1	390	ABC transporter permease
chr	NZ_CP014692.1	1800680	1801528	+	-	-	A0U92_RS08120	WP_077812781.1	282	ATP-binding cassette domain-containing protein
chr	NZ_CP014692.1	1801518	1802501	+	-	-	A0U92_RS08125	WP_077812782.1	327	MCE family protein
chr	NZ_CP014692.1	1802507	1803145	+	-	-	A0U92_RS08130	WP_077812783.1	212	membrane integrity-associated transporter subunit PqiC
chr	NZ_CP014692.1	1803435	1806932	-	-	-	A0U92_RS08135	WP_077812784.1	1165	glycosyltransferase
chr	NZ_CP014692.1	1807285	1808613	+	-	-	A0U92_RS08140	WP_077812785.1	442	glutamate--tRNA ligase
chr	NZ_CP014692.1	1808898	1810091	-	-	-	A0U92_RS08145	WP_077812786.1	397	hypothetical protein
chr	NZ_CP014692.1	1810222	1810470	+	-	-	A0U92_RS08150	WP_077812787.1	82	hypothetical protein
chr	NZ_CP014692.1	1810937	1811392	-	-	-	A0U92_RS08155	WP_077812788.1	151	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH
chr	NZ_CP014692.1	1811423	1812082	-	-	-	A0U92_RS08160	WP_077814324.1	219	uracil phosphoribosyltransferase
chr	NZ_CP014692.1	1812084	1812494	-	-	-	A0U92_RS08165	WP_077812789.1	136	peptide-methionine (R)-S-oxide reductase MsrB
chr	NZ_CP014692.1	1812698	1812901	+	-	-	A0U92_RS08170	WP_077812790.1	67	hypothetical protein
chr	NZ_CP014692.1	1813015	1814553	+	-	-	A0U92_RS08175	WP_077814325.1	512	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
chr	NZ_CP014692.1	1814713	1816023	+	-	-	A0U92_RS08180	WP_077812791.1	436	hypothetical protein
chr	NZ_CP014692.1	1816207	1817679	+	-	-	A0U92_RS08185	WP_077812792.1	490	S41 family peptidase
chr	NZ_CP014692.1	1817660	1819006	+	-	-	A0U92_RS08190	WP_077812793.1	448	divergent polysaccharide deacetylase family protein
chr	NZ_CP014692.1	1819023	1819517	+	-	-	A0U92_RS08195	WP_077812794.1	164	RNA pyrophosphohydrolase
chr	NZ_CP014692.1	1819533	1820108	-	-	-	A0U92_RS08200	WP_077812795.1	191	phosphatase PAP2 family protein
chr	NZ_CP014692.1	1820109	1820294	-	-	-	A0U92_RS08205	WP_077812796.1	61	hypothetical protein
chr	NZ_CP014692.1	1820523	1821680	-	-	-	A0U92_RS08210	WP_077812797.1	385	glycosyltransferase family 4 protein
chr	NZ_CP014692.1	1822076	1822396	-	-	-	A0U92_RS08215	WP_077812798.1	106	hypothetical protein
chr	NZ_CP014692.1	1822483	1823568	-	-	-	A0U92_RS08220	WP_077812799.1	361	glycosyltransferase family 4 protein
chr	NZ_CP014692.1	1823568	1825769	-	-	-	A0U92_RS08225	WP_077812800.1	733	succinoglycan biosynthesis protein exop
chr	NZ_CP014692.1	1825855	1826493	-	-	-	A0U92_RS08230	WP_077814326.1	212	sugar transferase
chr	NZ_CP014692.1	1827308	1828627	+	-	-	A0U92_RS08235	WP_077812801.1	439	hypothetical protein
chr	NZ_CP014692.1	1828707	1829294	+	-	-	A0U92_RS08240	WP_077812802.1	195	polysaccharide export protein
chr	NZ_CP014692.1	1829346	1830221	-	-	-	A0U92_RS08245	WP_077812803.1	291	succinate--CoA ligase subunit alpha
chr	NZ_CP014692.1	1830221	1831420	-	-	-	A0U92_RS08250	WP_077812804.1	399	ADP-forming succinate--CoA ligase subunit beta
chr	NZ_CP014692.1	1831811	1832797	+	-	-	A0U92_RS08255	WP_077814327.1	328	NAD(P)H-quinone oxidoreductase
chr	NZ_CP014692.1	1832886	1833671	+	-	-	A0U92_RS08260	WP_077812805.1	261	alpha/beta fold hydrolase
chr	NZ_CP014692.1	1833788	1835221	+	-	-	A0U92_RS08265	WP_077812806.1	477	DUF2252 domain-containing protein
chr	NZ_CP014692.1	1835292	1836815	-	-	-	A0U92_RS08270	WP_077812807.1	507	SpoVR family protein
chr	NZ_CP014692.1	1836812	1838125	-	-	-	A0U92_RS08275	WP_077812808.1	437	YeaH/YhbH family protein
chr	NZ_CP014692.1	1838153	1840099	-	-	-	A0U92_RS08280	WP_077812809.1	648	PrkA family serine protein kinase
chr	NZ_CP014692.1	1840595	1841401	-	-	-	A0U92_RS08285	WP_077812810.1	268	MBL fold metallo-hydrolase
chr	NZ_CP014692.1	1841434	1842225	-	-	-	A0U92_RS08290	WP_077812811.1	263	TatD family deoxyribonuclease
chr	NZ_CP014692.1	1842222	1843769	-	-	-	A0U92_RS08295	WP_077812812.1	515	methionine--tRNA ligase
chr	NZ_CP014692.1	1843950	1844966	-	-	-	A0U92_RS08300	WP_077812813.1	338	DNA polymerase III subunit delta\'
chr	NZ_CP014692.1	1844970	1845644	-	-	-	A0U92_RS08305	WP_077812814.1	224	dTMP kinase
chr	NZ_CP014692.1	1845646	1846971	-	-	-	A0U92_RS08310	WP_077812815.1	441	D-alanyl-D-alanine carboxypeptidase
chr	NZ_CP014692.1	1846982	1847878	-	-	-	A0U92_RS08315	WP_077812816.1	298	hypothetical protein
chr	NZ_CP014692.1	1847875	1848864	-	-	-	A0U92_RS08320	WP_077812817.1	329	lytic murein transglycosylase
chr	NZ_CP014692.1	1848994	1849356	-	-	-	A0U92_RS08325	WP_077814328.1	120	hypothetical protein
chr	NZ_CP014692.1	1849662	1850267	+	-	-	A0U92_RS08330	WP_077812818.1	201	hypothetical protein
chr	NZ_CP014692.1	1850275	1851549	+	-	-	A0U92_RS08335	WP_077812819.1	424	ATP-grasp domain-containing protein
chr	NZ_CP014692.1	1851584	1852045	-	-	-	A0U92_RS08340	WP_077812820.1	153	MCE family protein
chr	NZ_CP014692.1	1852274	1853140	+	-	-	A0U92_RS08345	WP_077812821.1	288	undecaprenyl-diphosphate phosphatase
chr	NZ_CP014692.1	1853266	1854780	+	-	-	A0U92_RS08350	WP_077812822.1	504	amino acid permease
chr	NZ_CP014692.1	1855272	1856501	-	-	-	A0U92_RS08360	WP_077812823.1	409	hypothetical protein
chr	NZ_CP014692.1	1856884	1858338	-	-	-	A0U92_RS08365	WP_077812824.1	484	argininosuccinate lyase
chr	NZ_CP014692.1	1858342	1858938	+	-	-	A0U92_RS08370	WP_077812825.1	198	TlpA family protein disulfide reductase
chr	NZ_CP014692.1	1858950	1859159	+	-	-	A0U92_RS08375	WP_077812826.1	69	transporter
chr	NZ_CP014692.1	1859301	1862207	+	-	-	A0U92_RS08380	WP_077812827.1	968	isoleucine--tRNA ligase
chr	NZ_CP014692.1	1862212	1862748	+	-	-	A0U92_RS08385	WP_077812828.1	178	signal peptidase II
chr	NZ_CP014692.1	1862760	1863296	+	-	-	A0U92_RS08390	WP_077812829.1	178	DUF3035 domain-containing protein
chr	NZ_CP014692.1	1863373	1863561	+	-	-	A0U92_RS08395	WP_077812830.1	62	hypothetical protein
chr	NZ_CP014692.1	1863964	1865517	+	-	-	A0U92_RS08400	WP_077812831.1	517	hypothetical protein
chr	NZ_CP014692.1	1865688	1867049	+	-	-	A0U92_RS08405	WP_077812832.1	453	amino acid permease
chr	NZ_CP014692.1	1867141	1868571	-	-	-	A0U92_RS08410	WP_077812833.1	476	helix-turn-helix domain-containing protein
chr	NZ_CP014692.1	1868705	1869988	+	-	-	A0U92_RS08415	WP_077812834.1	427	isocitrate lyase
chr	NZ_CP014692.1	1870159	1872378	+	-	-	A0U92_RS08420	WP_077812835.1	739	malate synthase G
chr	NZ_CP014692.1	1872604	1873017	+	-	-	A0U92_RS08425	WP_077812836.1	137	CidA/LrgA family protein
chr	NZ_CP014692.1	1873020	1873763	+	-	-	A0U92_RS08430	WP_077812837.1	247	LrgB family protein
chr	NZ_CP014692.1	1874581	1875045	-	-	-	A0U92_RS08440	WP_077812838.1	154	large-conductance mechanosensitive channel protein MscL
chr	NZ_CP014692.1	1875335	1875562	+	-	-	A0U92_RS08445	WP_077812839.1	75	50S ribosomal protein L31
chr	NZ_CP014692.1	1875846	1876427	+	-	-	A0U92_RS08450	WP_077812840.1	193	DUF1013 domain-containing protein
chr	NZ_CP014692.1	1876478	1876648	-	-	-	A0U92_RS08455	WP_077812841.1	56	DUF465 domain-containing protein
chr	NZ_CP014692.1	1876903	1877103	+	-	-	A0U92_RS08460	WP_077812842.1	66	DUF465 domain-containing protein
chr	NZ_CP014692.1	1877142	1877684	+	-	-	A0U92_RS08465	WP_077812843.1	180	5-(carboxyamino)imidazole ribonucleotide mutase
chr	NZ_CP014692.1	1877668	1878822	+	-	-	A0U92_RS08470	WP_077812844.1	384	5-(carboxyamino)imidazole ribonucleotide synthase
chr	NZ_CP014692.1	1878943	1879704	-	-	-	A0U92_RS08475	WP_077812845.1	253	ABC transporter ATP-binding protein
chr	NZ_CP014692.1	1879710	1880651	-	-	-	A0U92_RS08480	WP_077812846.1	313	ABC transporter permease
chr	NZ_CP014692.1	1880689	1881162	-	-	-	A0U92_RS08485	WP_077812847.1	157	NUDIX domain-containing protein
chr	NZ_CP014692.1	1881140	1882393	-	-	-	A0U92_RS08490	WP_077812848.1	417	MFS transporter
chr	NZ_CP014692.1	1882543	1883028	+	-	-	A0U92_RS08495	WP_077812849.1	161	xanthine phosphoribosyltransferase
chr	NZ_CP014692.1	1883035	1883955	+	-	-	A0U92_RS08500	WP_077812850.1	306	N-acetylmuramic acid 6-phosphate etherase
chr	NZ_CP014692.1	1884090	1884395	+	-	-	A0U92_RS08510	WP_077812851.1	101	oxidoreductase
chr	NZ_CP014692.1	1885323	1886438	+	-	-	A0U92_RS08520	WP_077812852.1	371	glycosyltransferase
chr	NZ_CP014692.1	1887710	1888273	-	-	-	A0U92_RS08530	WP_077812853.1	187	outer membrane lipoprotein carrier protein LolA
chr	NZ_CP014692.1	1888270	1888578	-	-	-	A0U92_RS08535	WP_077812854.1	102	BolA family transcriptional regulator
chr	NZ_CP014692.1	1888664	1889269	+	-	-	A0U92_RS08540	WP_077812855.1	201	molecular chaperone DnaJ
chr	NZ_CP014692.1	1889311	1890303	+	-	-	A0U92_RS08545	WP_077812856.1	330	cobaltochelatase subunit CobS
chr	NZ_CP014692.1	1890324	1892228	+	-	-	A0U92_RS08550	WP_077812857.1	634	cobaltochelatase subunit CobT
chr	NZ_CP014692.1	1892211	1893689	-	-	-	A0U92_RS08555	WP_077812858.1	492	cytochrome D ubiquinol oxidase subunit I
chr	NZ_CP014692.1	1893850	1894650	+	-	-	A0U92_RS08560	WP_077814329.1	266	alpha/beta hydrolase
chr	NZ_CP014692.1	1894690	1895532	-	-	-	A0U92_RS08565	WP_077812859.1	280	DUF1217 domain-containing protein
chr	NZ_CP014692.1	1895739	1897247	+	-	-	A0U92_RS08570	WP_077812860.1	502	circularly permuted type 2 ATP-grasp protein
chr	NZ_CP014692.1	1897229	1898308	+	-	-	A0U92_RS08575	WP_077812861.1	359	alpha-E domain-containing protein
chr	NZ_CP014692.1	1898384	1899175	-	-	-	A0U92_RS08580	WP_077812862.1	263	DNA repair protein RadC
chr	NZ_CP014692.1	1899276	1899998	-	-	-	A0U92_RS08585	WP_077812863.1	240	Crp/Fnr family transcriptional regulator
chr	NZ_CP014692.1	1900096	1901193	-	-	-	A0U92_RS08590	WP_077812864.1	365	branched-chain amino acid aminotransferase
chr	NZ_CP014692.1	1901365	1902063	-	-	-	A0U92_RS08595	WP_077812865.1	232	HAD family hydrolase
chr	NZ_CP014692.1	1902243	1902620	+	-	-	A0U92_RS08600	WP_077812866.1	125	VOC family protein
chr	NZ_CP014692.1	1902681	1903202	-	-	-	A0U92_RS08605	WP_077812867.1	173	cupin
chr	NZ_CP014692.1	1903199	1903759	-	-	-	A0U92_RS08610	WP_077814330.1	186	glyoxalase
chr	NZ_CP014692.1	1903947	1904741	+	-	-	A0U92_RS08615	WP_077812868.1	264	inositol monophosphatase
chr	NZ_CP014692.1	1904931	1905641	+	-	-	A0U92_RS08620	WP_077812869.1	236	YfdX family protein
chr	NZ_CP014692.1	1905828	1906766	-	-	-	A0U92_RS08625	WP_077812870.1	312	EamA family transporter
chr	NZ_CP014692.1	1907140	1908966	-	-	-	A0U92_RS08630	WP_077812871.1	608	glutamine--fructose-6-phosphate transaminase (isomerizing)
chr	NZ_CP014692.1	1908966	1910321	-	-	-	A0U92_RS08635	WP_077814331.1	451	bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU
chr	NZ_CP014692.1	1910436	1911095	+	-	-	A0U92_RS08640	WP_077814332.1	219	HAD family hydrolase
chr	NZ_CP014692.1	1911320	1912111	+	-	-	A0U92_RS08645	WP_077812872.1	263	hypothetical protein
chr	NZ_CP014692.1	1912138	1912953	-	-	-	A0U92_RS08650	WP_077812873.1	271	YmdB family metallophosphoesterase
chr	NZ_CP014692.1	1913028	1913612	-	-	-	A0U92_RS08655	WP_077814333.1	194	5-formyltetrahydrofolate cyclo-ligase
chr	NZ_CP014692.1	1913795	1914133	-	-	-	A0U92_RS08665	WP_077812874.1	112	cell division protein ZapA
chr	NZ_CP014692.1	1914137	1914526	-	-	-	A0U92_RS08670	WP_077812875.1	129	hypothetical protein
chr	NZ_CP014692.1	1914606	1915058	+	-	-	A0U92_RS08675	WP_077812876.1	150	hypothetical protein
chr	NZ_CP014692.1	1915097	1915768	+	-	-	A0U92_RS08680	WP_077812877.1	223	thiamine phosphate synthase
chr	NZ_CP014692.1	1915791	1917320	-	-	-	A0U92_RS08685	WP_077812878.1	509	FAD-binding protein
chr	NZ_CP014692.1	1917520	1918482	-	-	-	A0U92_RS08690	WP_077812879.1	320	hypothetical protein
chr	NZ_CP014692.1	1918888	1919574	+	-	-	A0U92_RS08695	WP_077812880.1	228	carbonic anhydrase
chr	NZ_CP014692.1	1919590	1920489	+	-	-	A0U92_RS08700	WP_077812881.1	299	endonuclease/exonuclease/phosphatase family protein
chr	NZ_CP014692.1	1920567	1921490	-	-	-	A0U92_RS08705	WP_077812882.1	307	transglutaminase family protein
chr	NZ_CP014692.1	1921487	1924108	-	-	-	A0U92_RS08710	WP_077812883.1	873	hypothetical protein
chr	NZ_CP014692.1	1924201	1925295	-	-	-	A0U92_RS08715	WP_077812884.1	364	hypothetical protein
chr	NZ_CP014692.1	1925994	1929401	-	-	-	A0U92_RS08720	WP_077814334.1	1135	transglutaminase family protein
chr	NZ_CP014692.1	1929552	1930298	+	-	-	A0U92_RS08725	WP_077812885.1	248	phosphohydrolase
chr	NZ_CP014692.1	1931427	1931714	-	-	-	A0U92_RS08730	WP_077812886.1	95	hypothetical protein
chr	NZ_CP014692.1	1932042	1934243	-	-	-	A0U92_RS08735	WP_077812887.1	733	membrane-bound PQQ-dependent dehydrogenase, glucose/quinate/shikimate family
chr	NZ_CP014692.1	1934240	1934623	-	-	-	A0U92_RS08740	WP_077812888.1	127	glycerol dehydrogenase
chr	NZ_CP014692.1	1934769	1935284	+	-	-	A0U92_RS08745	WP_077814335.1	171	hypothetical protein
chr	NZ_CP014692.1	1935358	1935561	-	-	-	A0U92_RS08750	WP_077812889.1	67	hypothetical protein
chr	NZ_CP014692.1	1935772	1937334	+	-	-	A0U92_RS08755	WP_077812890.1	520	murein biosynthesis integral membrane protein MurJ
chr	NZ_CP014692.1	1937713	1938450	-	-	-	A0U92_RS08760	WP_077812891.1	245	YfdX family protein
chr	NZ_CP014692.1	1938619	1938894	+	-	-	A0U92_RS08765	WP_077812892.1	91	hypothetical protein
chr	NZ_CP014692.1	1938941	1940434	+	-	-	A0U92_RS08770	WP_077814336.1	497	PepSY domain-containing protein
chr	NZ_CP014692.1	1940431	1940751	+	-	-	A0U92_RS08775	WP_077812893.1	106	hypothetical protein
chr	NZ_CP014692.1	1940738	1941232	-	-	-	A0U92_RS08780	WP_077812894.1	164	DUF1795 domain-containing protein
chr	NZ_CP014692.1	1941205	1941579	-	-	-	A0U92_RS08785	WP_077812895.1	124	ankyrin repeat domain-containing protein
chr	NZ_CP014692.1	1941705	1942796	-	-	-	A0U92_RS08790	WP_077814337.1	363	hypothetical protein
chr	NZ_CP014692.1	1943053	1943424	-	-	-	A0U92_RS08795	WP_077812896.1	123	preprotein translocase subunit YajC
chr	NZ_CP014692.1	1943562	1944422	+	-	-	A0U92_RS08800	WP_077812897.1	286	ATP-binding protein
chr	NZ_CP014692.1	1944558	1945931	+	-	-	A0U92_RS08805	WP_077812898.1	457	aromatic ring-hydroxylating dioxygenase subunit alpha
chr	NZ_CP014692.1	1945978	1946961	+	-	-	A0U92_RS08810	WP_077814338.1	327	8-oxo-dGTP diphosphatase MutT
chr	NZ_CP014692.1	1947014	1947769	+	-	-	A0U92_RS08815	WP_077812899.1	251	competence/damage-inducible protein A
chr	NZ_CP014692.1	1947852	1948823	-	-	-	A0U92_RS08820	WP_077812900.1	323	acetyl-CoA carboxylase carboxyltransferase subunit alpha
chr	NZ_CP014692.1	1948917	1949861	-	-	-	A0U92_RS08825	WP_077812901.1	314	tyrosine recombinase
chr	NZ_CP014692.1	1950079	1950354	-	-	-	A0U92_RS08830	WP_077812902.1	91	hypothetical protein
chr	NZ_CP014692.1	1950508	1952274	+	-	-	A0U92_RS08835	WP_077812903.1	588	3-dehydroquinate synthase
chr	NZ_CP014692.1	1952560	1953687	+	-	-	A0U92_RS08840	WP_077812904.1	375	OmpA family protein
chr	NZ_CP014692.1	1953790	1954299	+	-	-	A0U92_RS08845	WP_077812905.1	169	GtrA family protein
chr	NZ_CP014692.1	1954543	1957200	+	-	-	A0U92_RS08850	WP_077812906.1	885	alanine--tRNA ligase
chr	NZ_CP014692.1	1957668	1958378	-	-	-	A0U92_RS08855	WP_077814339.1	236	fasciclin
chr	NZ_CP014692.1	1958585	1959046	-	-	-	A0U92_RS08860	WP_077812907.1	153	hypothetical protein
chr	NZ_CP014692.1	1959111	1960178	-	-	-	A0U92_RS08865	WP_077812908.1	355	EF-P lysine aminoacylase GenX
chr	NZ_CP014692.1	1960272	1961351	+	-	-	A0U92_RS08870	WP_077812909.1	359	lysine-2,3-aminomutase-like protein
chr	NZ_CP014692.1	1961395	1961784	-	-	-	A0U92_RS08875	WP_077812910.1	129	hypothetical protein
chr	NZ_CP014692.1	1961943	1962617	+	-	-	A0U92_RS08880	WP_077814340.1	224	thiol:disulfide interchange protein
chr	NZ_CP014692.1	1962698	1967251	+	-	-	A0U92_RS08885	WP_077812911.1	1517	chromosome segregation protein SMC
chr	NZ_CP014692.1	1967244	1968062	+	-	-	A0U92_RS08890	WP_077812912.1	272	hypothetical protein
chr	NZ_CP014692.1	1968947	1970590	-	-	-	A0U92_RS08900	WP_077812913.1	547	chaperonin GroEL
chr	NZ_CP014692.1	1970647	1970940	-	-	-	A0U92_RS08905	WP_077812914.1	97	co-chaperone GroES
chr	NZ_CP014692.1	1971303	1972229	-	-	-	A0U92_RS08910	WP_077814341.1	308	LysR family transcriptional regulator
chr	NZ_CP014692.1	1973917	1975008	+	-	-	A0U92_RS08920	WP_077812915.1	363	MFS transporter
chr	NZ_CP014692.1	1975504	1976880	+	-	-	A0U92_RS08925	WP_077812916.1	458	MFS transporter
chr	NZ_CP014692.1	1976971	1977789	+	-	-	A0U92_RS08930	WP_077812917.1	272	serine O-acetyltransferase
chr	NZ_CP014692.1	1977800	1978831	-	-	-	A0U92_RS08935	WP_077812918.1	343	dihydropteroate synthase
